"",".","n"
"1603","twice",6
"1604","ubiquitin",6
"1605","uncertain",6
"1606","urinary",6
"1607","utilizing",6
"1608","variable",6
"1609","variance",6
"1610","way",6
"1611","week",6
"1612","whom",6
"1613","working",6
"1614","worldwide",6
"1615","(10",5
"1616","(3",5
"1617","(all",5
"1618","(bc)",5
"1619","(be)",5
"1620","(cis)",5
"1621","(ie",5
"1622","(mean",5
"1623","(pfs)",5
"1624","(rt)",5
"1625","[or]",5
"1626","=0",5
"1627","0)",5
"1628","0%)",5
"1629","001",5
"1630","02-1",5
"1631","03",5
"1632","07)",5
"1633","10-year",5
"1634","11)",5
"1635","11%",5
"1636","12)",5
"1637","13%",5
"1638","19)",5
"1639","2004",5
"1640","2005",5
"1641","2006",5
"1642","22%",5
"1643","27%",5
"1644","37",5
"1645","38",5
"1646","4%)",5
"1647","46)",5
"1648","49%",5
"1649","55",5
"1650","6-month",5
"1651","64",5
"1652","68",5
"1653","71",5
"1654","79",5
"1655","83",5
"1656","84",5
"1657","87",5
"1658","90%",5
"1659","91)",5
"1660","93",5
"1661","94)",5
"1662","99)",5
"1663","accounting",5
"1664","achieve",5
"1665","activated",5
"1666","adaptive",5
"1667","adherence",5
"1668","administrative",5
"1669","adolescent",5
"1670","adopted",5
"1671","affected",5
"1672","allowed",5
"1673","andthe",5
"1674","antigens",5
"1675","appears",5
"1676","applying",5
"1677","arrest",5
"1678","ascertained",5
"1679","august",5
"1680","avoid",5
"1681","bind",5
"1682","block",5
"1683","blockade",5
"1684","blocks",5
"1685","calgb",5
"1686","cancer-specific",5
"1687","cancerpatients",5
"1688","cancerrisk",5
"1689","cancersurvivors",5
"1690","canonical",5
"1691","categories",5
"1692","cervicalcancer",5
"1693","challenge",5
"1694","characterization",5
"1695","chemoradiation",5
"1696","chromosome",5
"1697","ci0",5
"1698","classification",5
"1699","clinics",5
"1700","collectively",5
"1701","college",5
"1702","combining",5
"1703","comorbidity",5
"1704","comparative",5
"1705","compliance",5
"1706","component",5
"1707","comprised",5
"1708","computational",5
"1709","confidenceintervals",5
"1710","consecutive",5
"1711","consider",5
"1712","consisted",5
"1713","consistency",5
"1714","constructed",5
"1715","continue",5
"1716","controlling",5
"1717","country",5
"1718","coxregression",5
"1719","create",5
"1720","crucial",5
"1721","culture",5
"1722","curative",5
"1723","curve",5
"1724","cytology",5
"1725","damage",5
"1726","dataset",5
"1727","decade",5
"1728","decades",5
"1729","decline",5
"1730","definition",5
"1731","degree",5
"1732","delivered",5
"1733","demographics",5
"1734","demonstrates",5
"1735","demonstrating",5
"1736","depletion",5
"1737","designs",5
"1738","difficult",5
"1739","discontinuation",5
"1740","distress",5
"1741","divided",5
"1742","documented",5
"1743","dose-limiting",5
"1744","double-blind",5
"1745","dramatic",5
"1746","drivers",5
"1747","dual",5
"1748","duration",5
"1749","dynamic",5
"1750","dysfunction",5
"1751","eastern",5
"1752","educational",5
"1753","efficiency",5
"1754","effort",5
"1755","egfr",5
"1756","elements",5
"1757","engagement",5
"1758","enriched",5
"1759","epithelium",5
"1760","era",5
"1761","errors",5
"1762","escalation",5
"1763","esophagus",5
"1764","essential",5
"1765","estimating",5
"1766","et",5
"1767","evidence-based",5
"1768","exact",5
"1769","examining",5
"1770","example",5
"1771","excision",5
"1772","experiences",5
"1773","experts",5
"1774","exploratory",5
"1775","extracellular",5
"1776","federal",5
"1777","fibroblasts",5
"1778","financial",5
"1779","find",5
"1780","first-line",5
"1781","fixed",5
"1782","forthe",5
"1783","foundthat",5
"1784","functioning",5
"1785","generated",5
"1786","genotyping",5
"1787","geographic",5
"1788","great",5
"1789","her2",5
"1790","highlights",5
"1791","histology",5
"1792","historical",5
"1793","home",5
"1794","hrqol",5
"1795","hypothesized",5
"1796","illustrate",5
"1797","images",5
"1798","immunosuppressive",5
"1799","implemented",5
"1800","increasingly",5
"1801","induces",5
"1802","inhibit",5
"1803","inhibitory",5
"1804","initially",5
"1805","injection",5
"1806","inpatient",5
"1807","institution",5
"1808","instruments",5
"1809","intake",5
"1810","intraepithelial",5
"1811","intrinsic",5
"1812","involved",5
"1813","latent",5
"1814","library",5
"1815","likelihood",5
"1816","limit",5
"1817","made",5
"1818","make",5
"1819","map",5
"1820","markers",5
"1821","means",5
"1822","mechanistic",5
"1823","membrane",5
"1824","messages",5
"1825","mg/kg",5
"1826","mixture",5
"1827","modifications",5
"1828","molecule",5
"1829","molecules",5
"1830","motif",5
"1831","mutational",5
"1832","nausea",5
"1833","necessary",5
"1834","nucleotide",5
"1835","nurses",5
"1836","occur",5
"1837","origin",5
"1838","paclitaxel",5
"1839","palliative",5
"1840","partial",5
"1841","participating",5
"1842","pathogenesis",5
"1843","pathologic",5
"1844","patient's",5
"1845","patients'",5
"1846","pay",5
"1847","peak",5
"1848","pelvic",5
"1849","pharmacokinetics",5
"1850","phases",5
"1851","phone",5
"1852","place",5
"1853","placebo",5
"1854","positivity",5
"1855","postoperative",5
"1856","powerful",5
"1857","prediction",5
"1858","predictor",5
"1859","preservation",5
"1860","pro-ctcae",5
"1861","problems",5
"1862","profiles",5
"1863","programmed",5
"1864","progress",5
"1865","qualitative",5
"1866","qualityof",5
"1867","quantified",5
"1868","quantitative",5
"1869","reaction",5
"1870","records",5
"1871","rectal",5
"1872","red",5
"1873","regard",5
"1874","registered",5
"1875","registries",5
"1876","regulators",5
"1877","requirements",5
"1878","researchers",5
"1879","residues",5
"1880","resistant",5
"1881","responsible",5
"1882","retention",5
"1883","rt",5
"1884","sarcoma",5
"1885","scp",5
"1886","selectively",5
"1887","sexual",5
"1888","signals",5
"1889","socioeconomic",5
"1890","stability",5
"1891","stakeholders",5
"1892","standards",5
"1893","stress",5
"1894","stronger",5
"1895","substrates",5
"1896","suppressed",5
"1897","suppressor",5
"1898","surgeons",5
"1899","synergistic",5
"1900","task",5
"1901","technology",5
"1902","ten",5
"1903","themselves",5
"1904","therapeutics",5
"1905","threshold",5
"1906","toaddress",5
"1907","toassess",5
"1908","tobacco",5
"1909","tolerability",5
"1910","tomography",5
"1911","tools",5
"1912","toxic",5
"1913","tp53",5
"1914","transition",5
"1915","transport",5
"1916","typically",5
"1917","uncertainty",5
"1918","units",5
"1919","univariate",5
"1920","utility",5
"1921","v",5
"1922","vaccines",5
"1923","validate",5
"1924","vast",5
"1925","version",5
"1926","very",5
"1927","vitamin",5
"1928","wereassociated",5
"1929","western",5
"1930","what",5
"1931","xenografts",5
"1932","yearly",5
"1933","yield",5
"1934","-0",4
"1935","(14",4
"1936","(15",4
"1937","(39%)",4
"1938","(8",4
"1939","(ccrcc)",4
"1940","(ea)",4
"1941","(ebv)",4
"1942","(hrqol)",4
"1943","(i)",4
"1944","(ii)",4
"1945","(p<0",4
"1946","(p=",4
"1947","(rr",4
"1948","©2018aacr",4
"1949","006)",4
"1950","008)",4
"1951","10-4",4
"1952","14%",4
"1953","150",4
"1954","2008",4
"1955","2009",4
"1956","205",4
"1957","25)",4
"1958","28)",4
"1959","30)",4
"1960","38%",4
"1961","3d",4
"1962","57%",4
"1963","58%",4
"1964","65%",4
"1965","67%",4
"1966","7)",4
"1967","72-1",4
"1968","77)",4
"1969","8%)",4
"1970","86",4
"1971","88",4
"1972","89",4
"1973","ablation",4
"1974","abnormal",4
"1975","above",4
"1976","abstracted",4
"1977","accessible",4
"1978","acquired",4
"1979","added",4
"1980","adding",4
"1981","addressed",4
"1982","adequate",4
"1983","adoption",4
"1984","advances",4
"1985","aftertreatment",4
"1986","akt",4
"1987","al",4
"1988","alcohol",4
"1989","allele",4
"1990","always",4
"1991","andoutcomes",4
"1992","andoverall",4
"1993","andtreatment",4
"1994","andtumor",4
"1995","anemia",4
"1996","antibodies",4
"1997","apparent",4
"1998","april",4
"1999","arm",4
"2000","array",4
"2001","atdiagnosis",4
"2002","attitudes",4
"2003","auc",4
"2004","authors'",4
"2005","autologous",4
"2006","automated",4
"2007","availability",4
"2008","barrett's",4
"2009","become",4
"2010","behavior",4
"2011","beneficiaries",4
"2012","beyond",4
"2013","biases",4
"2014","biological",4
"2015","biopsies",4
"2016","blocking",4
"2017","bound",4
"2018","calculate",4
"2019","calls",4
"2020","canada",4
"2021","canbe",4
"2022","cancer-associated",4
"2023","cancerdiagnosis",4
"2024","cancertreatment",4
"2025","candidate",4
"2026","carcinogenesis",4
"2027","causing",4
"2028","cavity",4
"2029","ccrcc",4
"2030","cd4+",4
"2031","chains",4
"2032","changed",4
"2033","chemoradiotherapy",4
"2034","child",4
"2035","ci)",4
"2036","ci1",4
"2037","cinahl",4
"2038","cited",4
"2039","cm",4
"2040","cochrane",4
"2041","cognitive",4
"2042","comparedto",4
"2043","comparisons",4
"2044","completely",4
"2045","complexes",4
"2046","composition",4
"2047","comprising",4
"2048","condition",4
"2049","confounding",4
"2050","consumption",4
"2051","containing",4
"2052","contains",4
"2053","contributing",4
"2054","contribution",4
"2055","controversial",4
"2056","core",4
"2057","correlations",4
"2058","corresponding",4
"2059","coupled",4
"2060","created",4
"2061","creation",4
"2062","cystectomy",4
"2063","cytotoxicity",4
"2064","december",4
"2065","deficiency",4
"2066","degradation",4
"2067","delayed",4
"2068","deletion",4
"2069","deliver",4
"2070","deprivation",4
"2071","detailed",4
"2072","detectable",4
"2073","diarrhea",4
"2074","died",4
"2075","dietary",4
"2076","direction",4
"2077","discomfort",4
"2078","disorder",4
"2079","dissection",4
"2080","dose-dependent",4
"2081","e3",4
"2082","ea",4
"2083","economic",4
"2084","efficiently",4
"2085","elderly",4
"2086","elicit",4
"2087","enabled",4
"2088","endocrine",4
"2089","endogenous",4
"2090","endothelial",4
"2091","engage",4
"2092","enrichment",4
"2093","enzyme",4
"2094","equations",4
"2095","esophagectomy",4
"2096","estimation",4
"2097","ever",4
"2098","evident",4
"2099","excluded",4
"2100","exists",4
"2101","expand",4
"2102","exposed",4
"2103","expressionof",4
"2104","extracted",4
"2105","face",4
"2106","facilities",4
"2107","fda",4
"2108","fecal",4
"2109","feedback",4
"2110","follow",4
"2111","foundation",4
"2112","fruit",4
"2113","functionality",4
"2114","gain",4
"2115","gaps",4
"2116","gemcitabine",4
"2117","generalized",4
"2118","generate",4
"2119","generation",4
"2120","genetically",4
"2121","genomics",4
"2122","geriatric",4
"2123","germ",4
"2124","gleason",4
"2125","glioma",4
"2126","goals",4
"2127","guideline",4
"2128","hada",4
"2129","hematopoiesis",4
"2130","hepatitis",4
"2131","hereditary",4
"2132","hiv-infected",4
"2133","host",4
"2134","hours",4
"2135","hpvvaccination",4
"2136","humans",4
"2137","hysterectomy",4
"2138","illness",4
"2139","image",4
"2140","immunohistochemistry",4
"2141","impactof",4
"2142","in-person",4
"2143","income",4
"2144","indicates",4
"2145","indications",4
"2146","influencing",4
"2147","initiated",4
"2148","innate",4
"2149","inpatients",4
"2150","insights",4
"2151","instead",4
"2152","interact",4
"2153","interview",4
"2154","investigating",4
"2155","involves",4
"2156","item",4
"2157","joint",4
"2158","kaplan-meier",4
"2159","kinases",4
"2160","knockout",4
"2161","lacking",4
"2162","length",4
"2163","ligase",4
"2164","limitation",4
"2165","loci",4
"2166","low-cost",4
"2167","lungcancer",4
"2168","lymphocyte",4
"2169","lymphocytes",4
"2170","mainly",4
"2171","males",4
"2172","markedly",4
"2173","med",4
"2174","mediate",4
"2175","mediates",4
"2176","medicaid",4
"2177","medically",4
"2178","medline",4
"2179","member",4
"2180","migration",4
"2181","minimal",4
"2182","minimally",4
"2183","mirna",4
"2184","missense",4
"2185","mitochondrial",4
"2186","mixed",4
"2187","modality",4
"2188","modeled",4
"2189","modify",4
"2190","monitored",4
"2191","monotherapy",4
"2192","multivariableanalysis",4
"2193","muscle-invasive",4
"2194","must",4
"2195","mutant",4
"2196","mutated",4
"2197","nature",4
"2198","negatively",4
"2199","neither",4
"2200","neoplasia",4
"2201","next",4
"2202","next-generation",4
"2203","nodal",4
"2204","non-hispanic",4
"2205","non-muscle-invasive",4
"2206","noncanonical",4
"2207","noninvasive",4
"2208","null",4
"2209","nutrition",4
"2210","observations",4
"2211","obtain",4
"2212","occurrence",4
"2213","oct",4
"2214","ofbreast",4
"2215","offered",4
"2216","once",4
"2217","oncogenesis",4
"2218","oncogenic",4
"2219","one-third",4
"2220","onthe",4
"2221","open",4
"2222","opportunity",4
"2223","outside",4
"2224","own",4
"2225","oxygen",4
"2226","p=0",4
"2227","pap",4
"2228","parent",4
"2229","partially",4
"2230","participant",4
"2231","participate",4
"2232","participation",4
"2233","patient-derived",4
"2234","patientsundergoing",4
"2235","pattern",4
"2236","paucity",4
"2237","peer-reviewed",4
"2238","peptide",4
"2239","perceived",4
"2240","perform",4
"2241","perspectives",4
"2242","pilot",4
"2243","platforms",4
"2244","platinum",4
"2245","policies",4
"2246","post",4
"2247","power",4
"2248","precise",4
"2249","precision",4
"2250","preliminary",4
"2251","premenopausal",4
"2252","preventive",4
"2253","priorities",4
"2254","pro",4
"2255","probe",4
"2256","promotion",4
"2257","prostate-specific",4
"2258","protection",4
"2259","protective",4
"2260","protocol",4
"2261","protocols",4
"2262","psychosocial",4
"2263","putative",4
"2264","qol",4
"2265","racial",4
"2266","radiographic",4
"2267","random",4
"2268","randomizedcontrolled",4
"2269","reactions",4
"2270","reactive",4
"2271","reasons",4
"2272","recognition",4
"2273","recognize",4
"2274","recorded",4
"2275","recurrences",4
"2276","recurrent",4
"2277","regardless",4
"2278","regulating",4
"2279","reliable",4
"2280","representation",4
"2281","resolution",4
"2282","respond",4
"2283","responsive",4
"2284","retrospectively",4
"2285","roleof",4
"2286","routine",4
"2287","rural",4
"2288","satisfaction",4
"2289","scans",4
"2290","scarce",4
"2291","scored",4
"2292","scps",4
"2293","sd",4
"2294","seek",4
"2295","seeking",4
"2296","sentinel",4
"2297","separate",4
"2298","service",4
"2299","shift",4
"2300","showing",4
"2301","signatures",4
"2302","similarly",4
"2303","simulations",4
"2304","sister",4
"2305","sizes",4
"2306","soluble",4
"2307","specialty",4
"2308","specimens",4
"2309","spending",4
"2310","staff",4
"2311","staining",4
"2312","standardize",4
"2313","statisticallysignificant",4
"2314","status)",4
"2315","stopped",4
"2316","strain",4
"2317","strength",4
"2318","stromal",4
"2319","substantially",4
"2320","substrate",4
"2321","superior",4
"2322","surveys",4
"2323","swallowing",4
"2324","take",4
"2325","testicular",4
"2326","thecurrent",4
"2327","theobjective",4
"2328","theory",4
"2329","thepatient",4
"2330","theprimary",4
"2331","thereby",4
"2332","therelationship",4
"2333","theunited",4
"2334","thyroid",4
"2335","timely",4
"2336","tnbc",4
"2337","trained",4
"2338","treatment-related",4
"2339","treatmentof",4
"2340","trust",4
"2341","twelve",4
"2342","uk",4
"2343","unable",4
"2344","underserved",4
